gene,raw_identifier,n_masked,neural_r,knn_r,delta_r,neural_mse,knn_mse,delta_mse
PPP1R9A,PPP1R9A,111,0.43153903,0.46423158,-0.03269255,0.47430312633514404,0.46680566668510437,-0.007497459650039673
RN7SL31P,RN7SL31P,105,0.92943317,0.96219254,-0.03275937,0.21547931432724,0.1334405541419983,-0.0820387601852417
RNA5SP263,RNA5SP263,92,0.3147621,0.34788352,-0.033121437,1.1019229888916016,1.0514652729034424,-0.05045771598815918
MIR296,MIR296,108,0.8133694,0.84661174,-0.033242345,0.6471113562583923,0.5946732759475708,-0.05243808031082153
DEFB121,DEFB121,114,0.79040104,0.82384014,-0.0334391,0.29009950160980225,0.23891274631023407,-0.051186755299568176
TARBP1,TARBP1,99,0.7794377,0.8130347,-0.033596992,0.3659766614437103,0.31511276960372925,-0.05086389183998108
SPAG4,SPAG4,101,0.8489581,0.882573,-0.033614933,0.3694208860397339,0.3115939199924469,-0.05782696604728699
XXYLT1,XXYLT1,101,0.88132834,0.9149942,-0.033665836,0.42935416102409363,0.3748263120651245,-0.054527848958969116
MME,MME,107,0.72794133,0.7617075,-0.03376615,0.4998679459095001,0.4376981854438782,-0.06216976046562195
PIK3C2B,PIK3C2B,96,0.8073841,0.8413903,-0.034006238,0.28415215015411377,0.23612664639949799,-0.048025503754615784
RNA5SP470,RNA5SP470,110,0.4973754,0.5315424,-0.03416702,1.2395156621932983,1.2330117225646973,-0.006503939628601074
ASAP1,ASAP1,115,0.8616614,0.8958799,-0.03421855,0.36511102318763733,0.28171709179878235,-0.08339393138885498
RN7SL637P,RN7SL637P,101,0.85188675,0.8861682,-0.034281433,0.2415541261434555,0.18835073709487915,-0.053203389048576355
H2AFJ,H2AFJ,94,0.91401833,0.94860655,-0.034588218,0.3426980674266815,0.21874617040157318,-0.12395189702510834
SIRT2,SIRT2,119,0.56459516,0.59979266,-0.035197496,0.6714344024658203,0.6322895288467407,-0.03914487361907959
FAM65C,FAM65C,96,0.7716204,0.8074917,-0.035871327,0.3845261037349701,0.35864925384521484,-0.02587684988975525
LINC00578,LINC00578,97,0.92322755,0.95931596,-0.036088407,0.35517627000808716,0.19471506774425507,-0.1604612022638321
NCOA5,NCOA5,104,0.8914059,0.9277375,-0.036331594,0.16974586248397827,0.12000751495361328,-0.04973834753036499
GHRH,GHRH,108,0.80955714,0.84590733,-0.03635019,0.8472554683685303,0.701081395149231,-0.14617407321929932
EHHADH,EHHADH,99,0.8597575,0.8963769,-0.036619425,0.30744799971580505,0.25369560718536377,-0.053752392530441284
SNORD88,SNORD88,140,0.70832735,0.745311,-0.03698367,0.33837488293647766,0.3139096200466156,-0.02446526288986206
MIR1208,MIR1208,100,0.59365535,0.6308875,-0.03723216,0.9277074933052063,0.9108014702796936,-0.016906023025512695
NELFCD,NELFCD,99,0.8261675,0.8634656,-0.037298083,0.28286677598953247,0.22606758773326874,-0.05679918825626373
MDM4,MDM4,111,0.8017488,0.8390588,-0.037310004,0.3837450444698334,0.3214816749095917,-0.0622633695602417
PLEKHA6,PLEKHA6,117,0.7560312,0.7933542,-0.037322998,0.34361910820007324,0.2909126281738281,-0.05270648002624512
MECOM,MECOM,109,0.6746631,0.71207225,-0.037409127,0.7143237590789795,0.652296781539917,-0.0620269775390625
PEX2,PEX2,96,0.92361975,0.9611927,-0.03757298,0.24850249290466309,0.11631149798631668,-0.1321909949183464
TBCCD1,TBCCD1,100,0.9111955,0.948983,-0.037787497,0.244991734623909,0.15353800356388092,-0.09145373106002808
OVCH1,OVCH1,94,0.7224323,0.7606636,-0.038231313,1.1584231853485107,0.9986152052879333,-0.1598079800605774
CHIT1,CHIT1,89,0.86268073,0.9010676,-0.03838688,0.3297436237335205,0.20921915769577026,-0.12052446603775024
MIR4279,MIR4279,93,0.7100117,0.749002,-0.03899026,0.4236152768135071,0.3738046884536743,-0.049810588359832764
LAX1,LAX1,97,0.8226189,0.86161524,-0.03899634,0.23135796189308167,0.17041100561618805,-0.060946956276893616
RN7SL69P,RN7SL69P,96,0.8826675,0.9218183,-0.039150834,0.3292073607444763,0.2332865446805954,-0.09592081606388092
CLEC6A,CLEC6A,91,0.90400743,0.9436114,-0.03960395,0.2618356943130493,0.15689285099506378,-0.10494284331798553
REM1,REM1,104,0.7730764,0.8128778,-0.03980136,0.6338329911231995,0.5100631713867188,-0.12376981973648071
U3,U3|ENSG00000253052.1,111,0.72690564,0.76684856,-0.03994292,0.8665892481803894,0.7451425790786743,-0.12144666910171509
NDUFB5,NDUFB5,104,0.8444906,0.88450915,-0.04001856,0.3473387360572815,0.26755720376968384,-0.07978153228759766
GAPDH,GAPDH,93,0.8843416,0.9244121,-0.040070474,0.3580096364021301,0.2590535879135132,-0.09895604848861694
PVRL4,PVRL4,96,0.63937986,0.6794871,-0.04010725,0.7003979682922363,0.655698299407959,-0.044699668884277344
THRA,THRA,97,0.5280892,0.5684397,-0.040350497,0.8494666218757629,0.8018016219139099,-0.04766499996185303
RN7SL773P,RN7SL773P,115,0.8697541,0.91048473,-0.040730655,0.40184250473976135,0.33326587080955505,-0.0685766339302063
YEATS4,YEATS4,107,0.7758409,0.8170602,-0.041219294,0.26230910420417786,0.1959582418203354,-0.06635086238384247
PPP4R1L,PPP4R1L,118,0.7944185,0.8356503,-0.04123181,0.9227530360221863,0.7881263494491577,-0.13462668657302856
MARCH9,MARCH9,134,0.66534275,0.7068162,-0.04147345,0.7108590006828308,0.5711659789085388,-0.139693021774292
snoU13,snoU13|ENSG00000252638.1,104,0.81890434,0.86067796,-0.041773617,0.4260890781879425,0.33447790145874023,-0.09161117672920227
THEG5,THEG5,87,0.45030257,0.4920852,-0.041782618,0.4739241898059845,0.4038974642753601,-0.07002672553062439
HDAC9,HDAC9,100,0.61698216,0.65901417,-0.042032003,0.5556938052177429,0.5094926357269287,-0.04620116949081421
SCCPDH,SCCPDH,94,0.84023243,0.8822907,-0.04205829,0.24787558615207672,0.17339259386062622,-0.0744829922914505
UGT3A1,UGT3A1,110,0.7936536,0.83589584,-0.04224223,0.40519335865974426,0.34794896841049194,-0.05724439024925232
CUL4A,CUL4A,129,0.60866386,0.65097296,-0.042309105,0.5374360680580139,0.4928377866744995,-0.044598281383514404
U3,U3|ENSG00000201368.1,104,0.73648494,0.77889997,-0.042415023,0.4596228003501892,0.3760167956352234,-0.08360600471496582
NIPAL2,NIPAL2,91,0.88977,0.93240356,-0.042633593,0.28895455598831177,0.1541358232498169,-0.13481873273849487
RP1,RP1,92,0.8458385,0.8885223,-0.04268384,0.3100299537181854,0.22599239647388458,-0.08403755724430084
SPAG1,SPAG1,93,0.8803713,0.9233192,-0.042947948,0.27480557560920715,0.1844254434108734,-0.09038013219833374
CLEC1A,CLEC1A,99,0.90555567,0.94856554,-0.043009877,0.3775767982006073,0.22430777549743652,-0.15326902270317078
MIR378D2,MIR378D2,91,0.8679208,0.9109722,-0.043051362,0.3860848844051361,0.25619611144065857,-0.12988877296447754
PCMTD1,PCMTD1,113,0.8737,0.91683495,-0.043134928,0.533640444278717,0.2642507255077362,-0.26938971877098083
ANO1,ANO1,107,0.62425935,0.6674418,-0.043182433,1.0351670980453491,0.9423115849494934,-0.09285551309585571
YWHAZ,YWHAZ,126,0.8221078,0.86557066,-0.043462873,0.2983473539352417,0.24685542285442352,-0.051491931080818176
LINC00494,LINC00494,115,0.8798106,0.9237026,-0.043892026,0.21193596720695496,0.15593282878398895,-0.056003138422966
ABCF3,ABCF3,104,0.8522819,0.8961935,-0.043911576,0.3595525324344635,0.29786017537117004,-0.06169235706329346
PYROXD1,PYROXD1,102,0.8946146,0.93872494,-0.044110358,0.16489264369010925,0.09819451719522476,-0.06669812649488449
SNORA63,SNORA63|ENSG00000199363.1,117,0.84555006,0.88992846,-0.0443784,0.2699160575866699,0.20706170797348022,-0.0628543496131897
COX6C,COX6C,94,0.8762285,0.9206612,-0.0444327,0.28257784247398376,0.2152864634990692,-0.06729137897491455
PRR4,PRR4,98,0.8985115,0.94300884,-0.04449731,0.26580774784088135,0.1836131513118744,-0.08219459652900696
RSRC1,RSRC1,94,0.7981665,0.84272563,-0.04455912,0.5226621627807617,0.4447856545448303,-0.0778765082359314
GPR124,GPR124,121,0.60292137,0.6475512,-0.044629812,0.8865016102790833,0.8019081354141235,-0.08459347486495972
BCHE,BCHE,91,0.900279,0.94501716,-0.044738173,0.31037506461143494,0.25229158997535706,-0.05808347463607788
ZFP64,ZFP64,101,0.83769387,0.8825828,-0.044888914,0.2137174904346466,0.16546526551246643,-0.048252224922180176
FABP12,FABP12,93,0.8242141,0.86915404,-0.044939935,0.6643452644348145,0.44675981998443604,-0.21758544445037842
KLHL6,KLHL6,103,0.89283293,0.93779767,-0.04496473,0.16987840831279755,0.1284058541059494,-0.041472554206848145
RN7SL486P,RN7SL486P,102,0.8905799,0.9359806,-0.04540074,0.3108249008655548,0.25651443004608154,-0.05431047081947327
MYO7A,MYO7A,105,0.19735606,0.2432608,-0.04590474,0.3997635543346405,0.37428200244903564,-0.02548155188560486
BPIFB1,BPIFB1,107,0.80006355,0.8461875,-0.046123922,0.35727205872535706,0.2717881500720978,-0.08548390865325928
RN7SKP265,RN7SKP265,119,0.8767296,0.9229566,-0.04622698,0.33131569623947144,0.23261447250843048,-0.09870122373104095
EIF3E,EIF3E,114,0.8753362,0.92212284,-0.046786606,0.36178258061408997,0.2338140457868576,-0.12796853482723236
RN7SL685P,RN7SL685P,102,0.8381869,0.88514215,-0.046955228,0.36013251543045044,0.25096720457077026,-0.10916531085968018
ANXA9,ANXA9,104,0.67985046,0.7268278,-0.04697734,0.6520561575889587,0.5541776418685913,-0.09787851572036743
EXOC3,EXOC3,92,0.7866207,0.8338428,-0.047222137,0.597938060760498,0.5118566751480103,-0.08608138561248779
STK3,STK3,100,0.82701135,0.8743035,-0.047292173,0.36545926332473755,0.31217440962791443,-0.05328485369682312
C1RL,C1RL,108,0.8586369,0.90597415,-0.047337234,0.376283198595047,0.161457359790802,-0.214825838804245
MTBP,MTBP,109,0.8985947,0.9459851,-0.0473904,0.23404733836650848,0.1311129629611969,-0.10293437540531158
ZNF695,ZNF695,103,0.76166874,0.8094162,-0.047747433,0.3976980447769165,0.3252546489238739,-0.0724433958530426
MRPS30,MRPS30,100,0.67952245,0.72731173,-0.047789276,0.30534911155700684,0.2614685297012329,-0.043880581855773926
CDK14,CDK14,106,0.5897238,0.6375217,-0.04779786,0.4276828467845917,0.35764575004577637,-0.07003709673881531
TMEM79,TMEM79,100,0.860087,0.9079099,-0.047822952,0.3020024001598358,0.22359584271907806,-0.07840655744075775
GUCY2C,GUCY2C,104,0.8630993,0.9110146,-0.04791534,0.335704505443573,0.23516017198562622,-0.10054433345794678
WFDC13,WFDC13,112,0.8476048,0.8955466,-0.047941804,0.49889498949050903,0.45432743430137634,-0.04456755518913269
GPR171,GPR171,103,0.9045722,0.9525579,-0.047985733,0.2808776795864105,0.1814408153295517,-0.09943686425685883
ARNTL2,ARNTL2,108,0.7896107,0.83776,-0.048149288,0.40644562244415283,0.3227936029434204,-0.08365201950073242
UTS2B,UTS2B,115,0.867643,0.9158834,-0.048240423,0.5360654592514038,0.386516273021698,-0.1495491862297058
DCAF13,DCAF13,94,0.9025726,0.95082784,-0.048255265,0.23672489821910858,0.1401631385087967,-0.09656175971031189
RNY4P16,RNY4P16,102,0.8585525,0.90692383,-0.048371315,0.32485273480415344,0.2122538536787033,-0.11259888112545013
MIR4326,MIR4326,106,0.6889584,0.73779744,-0.048839033,0.4914833605289459,0.4483124017715454,-0.04317095875740051
KCNQ3,KCNQ3,112,0.7163805,0.76534617,-0.048965693,0.7285725474357605,0.5901269316673279,-0.13844561576843262
DDX27,DDX27,101,0.8881109,0.9370817,-0.04897082,0.34247028827667236,0.23629696667194366,-0.1061733216047287
RPL30,RPL30,98,0.81083834,0.8599174,-0.04907906,0.4435330331325531,0.3233596384525299,-0.1201733946800232
MIR1537,MIR1537,94,0.75211143,0.8012653,-0.049153864,0.499498575925827,0.4078979194164276,-0.09160065650939941
CEP170,CEP170,99,0.7904765,0.83970344,-0.04922694,0.29163068532943726,0.23348703980445862,-0.05814364552497864
GPR19,GPR19,111,0.8378713,0.88742536,-0.04955405,0.3227228820323944,0.22921335697174072,-0.09350952506065369
RNA5SP264,RNA5SP264,114,0.5397602,0.5900685,-0.050308347,1.4057193994522095,1.258897304534912,-0.14682209491729736
SPO11,SPO11,100,0.81495756,0.8653034,-0.050345838,0.2971775531768799,0.22503438591957092,-0.07214316725730896
UQCRB,UQCRB,96,0.7768563,0.8275182,-0.05066192,0.5169574618339539,0.423491507768631,-0.09346595406532288
EGFEM1P,EGFEM1P,98,0.72307414,0.77375364,-0.050679505,0.2385430783033371,0.18026325106620789,-0.05827982723712921
RNA5SP145,RNA5SP145,109,0.85838664,0.9090759,-0.05068928,0.27949321269989014,0.18032167851924896,-0.09917153418064117
PIAS3,PIAS3,110,0.8005199,0.8513571,-0.05083722,0.3789657950401306,0.29985880851745605,-0.07910698652267456
PAK4,PAK4,103,0.6437404,0.6947233,-0.050982893,0.2453496754169464,0.20017115771770477,-0.04517851769924164
PABPC1,PABPC1,82,0.85262996,0.9037094,-0.051079452,0.24983133375644684,0.19198468327522278,-0.05784665048122406
LEPREL1,LEPREL1,106,0.7902605,0.8413427,-0.051082194,0.33766937255859375,0.22456562519073486,-0.11310374736785889
CT64,CT64,104,0.8022359,0.8533305,-0.05109459,0.2623206675052643,0.19740280508995056,-0.06491786241531372
FITM2,FITM2,103,0.9013445,0.95256203,-0.051217556,0.18556749820709229,0.1155334934592247,-0.07003400474786758
RN7SL447P,RN7SL447P,99,0.8467826,0.89841026,-0.051627636,0.22325372695922852,0.15127746760845184,-0.07197625935077667
ECE2,ECE2,89,0.89099133,0.94279414,-0.051802814,0.1744672656059265,0.09805464744567871,-0.0764126181602478
RNA5SP62,RNA5SP62,97,0.6715558,0.72347546,-0.05191964,0.3277257978916168,0.3346370756626129,0.006911277770996094
DPYS,DPYS,91,0.8432956,0.89539593,-0.05210036,0.257758229970932,0.19994144141674042,-0.05781678855419159
snoU13,snoU13|ENSG00000238791.1,92,0.9108111,0.96311677,-0.05230564,0.2230888456106186,0.10579181462526321,-0.11729703098535538
C3orf80,C3orf80,97,0.8009316,0.85332465,-0.05239308,0.41861486434936523,0.3736419975757599,-0.04497286677360535
TDRKH,TDRKH,98,0.8507951,0.9034079,-0.05261278,0.21937677264213562,0.13194426894187927,-0.08743250370025635
NOS1AP,NOS1AP,115,0.84664875,0.89961296,-0.05296421,0.17152898013591766,0.1172720342874527,-0.054256945848464966
EIF6,EIF6,116,0.81131345,0.8646193,-0.053305864,0.4897857904434204,0.38415807485580444,-0.10562771558761597
KIAA0947,KIAA0947,97,0.61831224,0.671622,-0.05330974,0.5039622783660889,0.4433640241622925,-0.06059825420379639
PHACTR3,PHACTR3,103,0.8629562,0.9162915,-0.05333525,0.24825337529182434,0.163798525929451,-0.08445484936237335
RN7SL237P,RN7SL237P,93,0.87362456,0.9270604,-0.053435862,0.2810916602611542,0.17299483716487885,-0.10809682309627533
SNORD77,SNORD77|ENSG00000212414.1,109,0.8579781,0.9114839,-0.05350578,0.24244502186775208,0.16433535516262054,-0.07810966670513153
R3HDML,R3HDML,105,0.8876522,0.9412913,-0.053639054,0.350067138671875,0.2895927131175995,-0.06047442555427551
TSPYL5,TSPYL5,105,0.8298963,0.88359106,-0.053694785,0.4853723347187042,0.3881053030490875,-0.0972670316696167
MB21D2,MB21D2,100,0.81915915,0.8728737,-0.053714573,0.2819243371486664,0.1644054651260376,-0.11751887202262878
GPNMB,GPNMB,108,0.40767398,0.46145457,-0.053780586,1.315361499786377,1.2418092489242554,-0.07355225086212158
TRHR,TRHR,98,0.8474316,0.9013196,-0.053888023,0.4540554881095886,0.30311572551727295,-0.15093976259231567
RN7SL64P,RN7SL64P,101,0.61195946,0.66598535,-0.05402589,0.35162365436553955,0.32348692417144775,-0.028136730194091797
ZNF496,ZNF496,96,0.73893493,0.7930689,-0.05413395,0.5766426920890808,0.45103201270103455,-0.12561067938804626
C20orf197,C20orf197,118,0.8037325,0.8578769,-0.054144382,0.5733586549758911,0.44016143679618835,-0.13319721817970276
PDZK1P1,PDZK1P1,99,0.77264583,0.82686836,-0.054222524,0.36445102095603943,0.26793017983436584,-0.09652084112167358
SAMD10,SAMD10,110,0.8207391,0.8750212,-0.05428213,0.43353497982025146,0.30746862292289734,-0.12606635689735413
MIR151A,MIR151A,122,0.8336087,0.88804644,-0.054437757,0.4406193792819977,0.3011878728866577,-0.13943150639533997
RGS7,RGS7,114,0.75188875,0.8063839,-0.054495156,0.4932011067867279,0.3967028856277466,-0.09649822115898132
SLCO1B7,SLCO1B7,94,0.8025548,0.8570506,-0.05449581,1.1459145545959473,0.927509605884552,-0.21840494871139526
TAS2R9,TAS2R9,91,0.7809245,0.8354735,-0.05454898,1.1098204851150513,0.9083738327026367,-0.20144665241241455
FBXO47,FBXO47,97,0.5726618,0.62741333,-0.054751515,0.41163772344589233,0.36799925565719604,-0.04363846778869629
ZNF335,ZNF335,101,0.7258305,0.78074276,-0.05491227,0.4310719072818756,0.33396604657173157,-0.09710586071014404
GPRC5D,GPRC5D,104,0.88219804,0.9372413,-0.05504328,0.3739795386791229,0.20776191353797913,-0.1662176251411438
MIR1257,MIR1257,119,0.8951203,0.9502287,-0.05510837,0.20818865299224854,0.11351529508829117,-0.09467335790395737
TOP1,TOP1,111,0.79431957,0.849497,-0.05517745,0.3520842492580414,0.2813761830329895,-0.07070806622505188
RN7SL151P,RN7SL151P,103,0.3464232,0.40163562,-0.05521241,1.1232631206512451,1.0991764068603516,-0.024086713790893555
AKAP9,AKAP9,118,0.57980424,0.63506633,-0.05526209,0.4822167456150055,0.4200114905834198,-0.06220525503158569
DEFA3,DEFA3,99,0.7604575,0.816022,-0.055564463,0.35723039507865906,0.28647705912590027,-0.07075333595275879
snoU13,snoU13|ENSG00000238491.1,100,0.7918831,0.84746844,-0.055585325,0.2544313371181488,0.17272759974002838,-0.08170373737812042
COX20,COX20,88,0.7380957,0.79380035,-0.055704653,0.6730470061302185,0.5561160445213318,-0.11693096160888672
MIR1224,MIR1224,105,0.8126562,0.868487,-0.055830777,0.1683732569217682,0.11577488481998444,-0.05259837210178375
ETNK2,ETNK2,97,0.82319134,0.879285,-0.056093633,0.32731619477272034,0.22710518538951874,-0.1002110093832016
KLHL24,KLHL24,94,0.9070554,0.9634093,-0.056353927,0.22671818733215332,0.1031542718410492,-0.12356391549110413
SNORA63,SNORA63|ENSG00000199473.1,96,0.5156658,0.57252336,-0.056857526,0.3342011272907257,0.29311174154281616,-0.041089385747909546
HTR7P1,HTR7P1,90,0.7120322,0.76897824,-0.05694604,0.3033822476863861,0.25240013003349304,-0.050982117652893066
TMEM71,TMEM71,103,0.86619604,0.9232048,-0.057008743,0.3182595372200012,0.2010165899991989,-0.11724294722080231
ZNF7,ZNF7,107,0.8967326,0.9539509,-0.057218254,0.2981962263584137,0.12984223663806915,-0.16835398972034454
RN7SKP100,RN7SKP100,104,0.8168419,0.87429863,-0.05745673,0.4584710896015167,0.2818983197212219,-0.1765727698802948
TERF1,TERF1,82,0.9033437,0.9609425,-0.05759883,0.3872264623641968,0.142985001206398,-0.24424146115779877
RN7SL636P,RN7SL636P,99,0.64984363,0.70755064,-0.05770701,0.6997315287590027,0.6083027124404907,-0.09142881631851196
MCCC1,MCCC1,106,0.82256204,0.8804263,-0.05786425,0.21687576174736023,0.18853513896465302,-0.028340622782707214
EIF2B5,EIF2B5,117,0.8348381,0.8928744,-0.058036327,0.17282451689243317,0.11999525129795074,-0.05282926559448242
TPCN2,TPCN2,110,0.48132813,0.53936964,-0.058041513,0.4663756489753723,0.43625199794769287,-0.030123651027679443
PSMD2,PSMD2,108,0.8569422,0.9150007,-0.0580585,0.19607900083065033,0.11926198750734329,-0.07681701332330704
PRH2,PRH2,99,0.85442454,0.9124935,-0.05806899,0.24425803124904633,0.15332601964473724,-0.09093201160430908
ATAD2,ATAD2,120,0.8763799,0.93464434,-0.058264434,0.3180887997150421,0.16463054716587067,-0.15345825254917145
MIR548A3,MIR548A3,88,0.90166277,0.9599286,-0.058265805,0.1881243735551834,0.08549579232931137,-0.10262858122587204
PI15,PI15,96,0.6994489,0.7578167,-0.05836779,0.3548823893070221,0.28957197070121765,-0.06531041860580444
SNORA18,SNORA18|ENSG00000200288.1,110,0.8297981,0.8881942,-0.0583961,0.1670873463153839,0.11415471136569977,-0.05293263494968414
GJD3,GJD3,112,0.36915794,0.42763552,-0.05847758,0.7773922085762024,0.7429803609848022,-0.034411847591400146
ZSWIM1,ZSWIM1,111,0.66890794,0.72739,-0.05848205,0.3950580954551697,0.27735981345176697,-0.11769828200340271
LINC00624,LINC00624,102,0.8242012,0.8827311,-0.058529854,0.27508193254470825,0.2141602635383606,-0.060921669006347656
ACOT8,ACOT8,113,0.81646895,0.8750074,-0.058538437,0.7057384848594666,0.52521151304245,-0.1805269718170166
TMCC2,TMCC2,107,0.71948546,0.7781051,-0.05861962,0.24647527933120728,0.19198741018772125,-0.05448786914348602
